"id","loc","year","mes","day","gh9","gh10","gh11","gh12","gh13","gh14","gh15","gh16","ghext9","ghext10","ghext11","ghext12","ghext13","ghext14","ghext15","ghext16","kh9","kh10","kh11","kh12","kh13","kh14","kh15","kh16","gd","gdext","kd","gh9_diaprevio","gh10_diaprevio","gh11_diaprevio","gh12_diaprevio","gh13_diaprevio","gh14_diaprevio","gh15_diaprevio","gh16_diaprevio","gd_previo","gdext_previo","kd_previo","t9_12_diaprevio","t13_15_diaprevio","h8_diaprevio","h14_diaprevio","t_dia_diaprevio","preciptac_dia_diaprevio","Predicc_temp_day_C","Predicc_Relative_humidity_day_0_1","Predicc_cloudy_sky_day_0_1","Predicc_temp_10_11_12_C","Predicc_temp_13_14_15_C","Predicc_R_hum_10_11_12","Predicc_R_hum_13_14_15","Predicc_cloudy_10_11_12","Predicc_cloudy_13_14_15","Predic_Gd","Predic_Kd","Today_cluster14_semiautom","Today_cluster14_experts","kd_predicted_rf_basic_prediction"
8178,"BI",2007,9,17,219.4,177.8,169.4,269.4,355.6,311.1,22.2,119.4,632,812.5,940.2,1006.2,1006.2,940.2,812.5,632,0.347,0.219,0.18,0.268,0.353,0.331,0.027,0.189,1930.6,7917,0.244,413.9,566.7,661.1,708.3,650,694.4,163.9,75,4327.8,7986.6,0.542,17.1,31,85,34,23.7,5.3,17.5,0.915,0.617,20.75,19.85,0.761,0.839,0.778,0.252,3662.1,0.463,"c13","c13",0.303983466666667
17278,"MU",2012,3,10,411.1,588.9,647.2,755.6,813.9,652.8,575,413.9,589.3,788.3,929,1001.9,1001.9,929,788.3,589.3,0.698,0.747,0.697,0.754,0.812,0.703,0.729,0.702,5350,7448.3,0.718,208.3,575,597.2,725,688.9,569.4,458.3,355.6,4513.9,7381.4,0.612,9.2,17.8,86,58,13.7,0,12.2,0.631,0.026,13.817,14.683,0.576,0.507,0,0,5755.2,0.773,"c02","c01",0.7180642
15560,"MA",2015,9,23,369.4,566.7,780.6,825,816.7,761.1,655.6,497.2,657.4,857.2,998.4,1071.5,1071.5,998.4,857.2,657.4,0.562,0.661,0.782,0.77,0.762,0.762,0.765,0.756,5922.2,8251.7,0.718,494.4,647.2,738.9,783.3,783.3,733.3,636.1,480.6,6033.3,8312.6,0.726,24.7,34.4,52,28,28.6,0,23.8,0.441,0.076,28.383,30.483,0.26,0.255,0.276,0.048,6132.4,0.743,"c02","c01",0.697681366666667
10738,"BI",2015,6,21,666.7,811.1,913.9,972.2,966.7,913.9,813.9,672.2,888.4,1049.9,1164.2,1223.3,1223.3,1164.2,1049.9,888.4,0.75,0.773,0.785,0.795,0.79,0.785,0.775,0.757,8594.4,11514.9,0.746,683.3,816.7,922.2,711.1,844.4,911.1,813.9,669.4,7900,11514.6,0.686,14,23.2,100,66,18.2,0,18.4,0.688,0,23.183,24.583,0.483,0.442,0,0,8782.1,0.763,"c01","c01",0.727531566666667
20378,"SS",2013,10,19,52.8,161.1,211.1,250,255.6,269.4,205.6,216.7,434.8,616.1,744.2,810.6,810.6,744.2,616.1,434.8,0.121,0.262,0.284,0.308,0.315,0.362,0.334,0.498,1730.6,5649.9,0.306,247.2,419.4,561.1,622.2,625,566.7,402.8,294.4,3913.9,5718.2,0.684,20.2,26,63,46,23.5,0,21.1,0.608,0.613,24.317,23.45,0.46,0.537,0.055,0.424,3434.8,0.608,"c12","c10",0.3956415
17356,"MU",2012,5,30,736.1,569.4,777.8,950,900,875,819.4,627.8,884.3,1062.4,1188.3,1253.5,1253.5,1188.3,1062.4,884.3,0.832,0.536,0.655,0.758,0.718,0.736,0.771,0.71,7866.7,11288.9,0.697,669.4,822.2,936.1,983.3,1011.1,852.8,700,483.3,7986.1,11270.4,0.709,21.6,29.8,55,31,23.9,0,19.9,0.817,0.647,20.85,21.517,0.779,0.715,0.408,0.68,8267.1,0.732,"c02","c01",0.623428133333333
7688,"BA",2015,1,2,147.2,277.8,388.9,436.1,411.1,352.8,236.1,100,225.2,403.7,529.9,595.3,595.3,529.9,403.7,225.2,0.654,0.688,0.734,0.733,0.691,0.666,0.585,0.444,2383.3,3553.8,0.671,141.7,263.9,375,427.8,405.6,341.7,244.4,83.3,2313.9,3539.2,0.654,6.6,13.7,60,54,10.3,0,9.6,0.577,0.182,9.65,13.15,0.554,0.437,0,0.364,2568.9,0.723,"c03","c02",0.654488166666667
25071,"TO",2010,7,20,638.9,791.7,897.2,958.3,950,883.3,783.3,636.1,869.5,1043.3,1166.3,1230,1230,1166.3,1043.3,869.5,0.735,0.759,0.769,0.779,0.772,0.757,0.751,0.732,8141.7,11108.8,0.733,638.9,788.9,894.4,952.8,955.6,908.3,800,647.2,8102.8,11134.7,0.728,25.1,36.4,45,20,30.2,0,29.1,0.342,0,33.35,35.15,0.278,0.161,0,0,8592.7,0.774,"c01","c01",0.731490233333334
12087,"MM",2011,10,6,366.7,522.2,625,702.8,694.4,633.3,516.7,347.2,548.8,739.1,873.7,943.3,943.3,873.7,739.1,548.8,0.668,0.707,0.715,0.745,0.736,0.725,0.699,0.633,4777.8,6954,0.687,386.1,552.8,672.2,727.8,725,672.2,541.7,377.8,5105.6,7022.1,0.727,13.3,28,55,27,19.9,0,17.9,0.464,0.005,20.75,25.717,0.4,0.241,0,0,5215,0.75,"c02","c01",0.704480833333335
20749,"SS",2014,11,20,91.7,116.7,358.3,455.6,458.3,402.8,302.8,177.8,257.3,433.1,557.4,621.8,621.8,557.4,433.1,257.3,0.356,0.269,0.643,0.733,0.737,0.723,0.699,0.691,2408.3,3827.5,0.629,166.7,300,347.2,469.4,413.9,308.3,175,80.6,2291.7,3869.9,0.592,12.4,16.2,61,53,14.1,0,18,0.515,0.02,19.217,20.383,0.509,0.485,0.001,0.046,2534.1,0.662,"c08","c02",0.6338184
25696,"TO",2012,5,25,638.9,830.6,816.7,772.2,838.9,780.6,794.4,677.8,874.5,1049.2,1172.7,1236.7,1236.7,1172.7,1049.2,874.5,0.731,0.792,0.696,0.624,0.678,0.666,0.757,0.775,7863.9,11175.4,0.704,666.7,822.2,933.3,997.2,997.2,944.4,838.9,677.8,8561.1,11150.6,0.768,17.3,31.6,42,17,23.6,0,21,0.522,0.337,23.85,27.117,0.467,0.435,0.218,0.633,8237.8,0.737,"c02","c01",0.673627666666667
12301,"MM",2012,6,20,652.8,788.9,877.8,1008.3,933.3,825,716.7,494.4,893.4,1062.4,1181.9,1243.7,1243.7,1181.9,1062.4,893.4,0.731,0.743,0.743,0.811,0.75,0.698,0.675,0.553,7655.6,11505.2,0.665,227.8,155.6,297.2,216.7,158.3,297.2,316.7,150,2436.1,11504.1,0.212,19.9,22.8,68,64,20.1,0.2,20,0.602,0.208,22.717,25.683,0.532,0.311,0.093,0.268,8378.2,0.728,"c02","c01",0.642260733333334
12179,"MM",2012,1,30,222.2,375,488.9,547.2,555.6,497.2,372.2,213.9,334.6,521,652.8,721,721,652.8,521,334.6,0.664,0.72,0.749,0.759,0.77,0.762,0.714,0.639,3383.3,4651.8,0.727,222.2,383.3,502.8,569.4,566.7,505.6,391.7,233.3,3491.7,4602.3,0.759,-1.9,9.5,80,30,3.8,0,3.8,0.583,0.07,4.617,8.417,0.54,0.427,0.001,0.007,3591.7,0.772,"c02","c01",0.718529666666666
2324,"AB",2013,12,8,175,327.8,422.2,475,477.8,433.3,336.1,177.8,268.3,453.2,583.9,651.6,651.6,583.9,453.2,268.3,0.652,0.723,0.723,0.729,0.733,0.742,0.742,0.663,2877.8,4003.6,0.719,180.6,333.3,433.3,477.8,477.8,427.8,341.7,188.9,2916.7,4023,0.725,-4.3,13.2,97,44,5.9,0,2.8,0.74,0.026,5.75,10.983,0.553,0.347,0,0,3003.2,0.75,"c02","c01",0.7159021
17703,"MU",2013,6,24,369.4,469.4,533.3,986.1,1013.9,950,838.9,686.1,895.5,1070.5,1194.2,1258.2,1258.2,1194.2,1070.5,895.5,0.413,0.439,0.447,0.784,0.806,0.796,0.784,0.766,7580.6,11477.6,0.66,675,827.8,938.9,997.2,1000,947.2,838.9,686.1,8661.1,11480.2,0.754,21.4,32.8,74,44,25.2,0,21.2,0.773,0.366,21.883,22.417,0.643,0.624,0.081,0,7730.7,0.674,"c08","c02",0.654619766666667
26919,"TO",2015,12,9,86.1,197.2,308.3,325,322.2,313.9,288.9,105.6,252.4,434.8,563.9,630.7,630.7,563.9,434.8,252.4,0.341,0.454,0.547,0.515,0.511,0.557,0.664,0.418,1975,3836,0.515,100,266.7,405.6,344.4,200,175,194.4,102.8,1844.4,3854.1,0.479,5.9,14.1,98,67,10.8,0,7.1,0.889,0.615,7.883,13.083,0.845,0.62,0.902,0.199,2579.4,0.672,"c04","c04",0.476550033333332
3962,"AL",2010,9,25,350,344.4,633.3,661.1,688.9,750,619.4,425,633.2,829,967.4,1039.1,1039.1,967.4,829,633.2,0.553,0.416,0.655,0.636,0.663,0.775,0.747,0.671,4955.6,7954.1,0.623,436.1,602.8,722.2,780.6,772.2,727.8,613.9,444.4,5691.7,8017.9,0.71,21.4,28.8,55,33,24.4,0,22.1,0.626,0.186,25.15,23.55,0.536,0.611,0.32,0.731,5125.1,0.644,"c08","c02",0.620407533333333
4766,"AL",2013,1,18,119.4,322.2,175,127.8,150,105.6,66.7,83.3,316.3,505.8,639.8,709.2,709.2,639.8,505.8,316.3,0.378,0.637,0.274,0.18,0.212,0.165,0.132,0.263,1191.7,4496.3,0.265,66.7,311.1,441.7,533.3,527.8,388.9,158.3,127.8,2591.7,4460.8,0.581,14.5,18.7,48,34,15.8,0,15.9,0.603,0.861,17.45,20.117,0.614,0.494,0.983,0.99,2364.9,0.526,"c13","c11",0.307113433333333
4127,"AL",2011,3,20,430.6,630.6,741.7,786.1,750,663.9,588.9,466.7,643.3,841,980.8,1053.2,1053.2,980.8,841,643.3,0.669,0.75,0.756,0.746,0.712,0.677,0.7,0.725,5719.4,8078.1,0.708,458.3,630.6,750,811.1,816.7,750,622.2,450,5925,8012.4,0.739,9.4,18.5,78,42,12.8,0,12.4,0.828,0.139,16.25,15.45,0.631,0.705,0,0.026,6199,0.767,"c02","c01",0.687747600000001
19108,"SS",2008,12,11,30.6,50,166.7,91.7,125,102.8,116.7,25,193.8,366.6,488.8,552.1,552.1,488.8,366.6,193.8,0.158,0.136,0.341,0.166,0.226,0.21,0.318,0.129,711.1,3223.7,0.221,19.4,58.3,80.6,30.6,127.8,97.2,94.4,22.2,536.1,3239.2,0.166,2.7,4.6,98,76,2.6,14.2,6.4,0.867,0.532,8.05,9.95,0.905,0.7,0.787,0.416,1474.6,0.457,"c12","c12",0.2785565
24327,"TO",2008,5,19,661.1,677.8,694.4,636.1,750,566.7,433.3,144.4,864.2,1040.7,1165.4,1230,1230,1165.4,1040.7,864.2,0.765,0.651,0.596,0.517,0.61,0.486,0.416,0.167,5541.7,11013.1,0.503,622.2,819.4,927.8,627.8,230.6,744.4,663.9,25,5244.4,10983,0.478,13.2,16.2,78,48,15.5,3.3,14.5,0.543,0.219,17.75,20.05,0.417,0.338,0.169,0,8568.8,0.778,"c07","c03",0.560679799999998
19428,"SS",2009,12,4,27.8,33.3,125,113.9,25,38.9,55.6,13.9,208.5,382,504.7,568.3,568.3,504.7,382,208.5,0.133,0.087,0.248,0.2,0.044,0.077,0.145,0.067,436.1,3361,0.13,38.9,122.2,177.8,327.8,205.6,200,116.7,16.7,1208.3,3386.1,0.357,9.2,9.6,87,92,10.6,17.5,11.5,0.749,0.635,13.15,13.35,0.723,0.681,0.638,0.82,1237.1,0.368,"c14","c14",0.217160366666667
24563,"TO",2009,1,27,77.8,130.6,250,519.4,644.4,513.9,325,252.8,328.9,516.1,648.5,717.1,717.1,648.5,516.1,328.9,0.237,0.253,0.385,0.724,0.899,0.792,0.63,0.769,2805.6,4601.6,0.61,66.7,200,475,488.9,569.4,469.4,127.8,233.3,2702.8,4555.4,0.593,2.8,8.2,97,59,6.8,0,6.4,0.665,0.316,10.65,13.55,0.52,0.453,0.042,0.705,3491.1,0.759,"c06","c06",0.579679133333335
2882,"AB",2015,7,8,644.4,797.2,911.1,966.7,975,900,769.4,588.9,886.6,1060.3,1183.1,1246.7,1246.7,1183.1,1060.3,886.6,0.727,0.752,0.77,0.775,0.782,0.761,0.726,0.664,8097.2,11359.8,0.713,647.2,800,911.1,972.2,972.2,919.4,663.9,586.1,7663.9,11374.6,0.674,25.8,39.1,36,23,32.4,0,28.8,0.325,0.125,32.55,37.117,0.233,0.156,0.175,0.194,8762.7,0.771,"c01","c01",0.682605633333333
14251,"MA",2012,1,2,155.6,144.4,422.2,552.8,530.6,408.3,350,175,299.8,490.5,625.4,695.2,695.2,625.4,490.5,299.8,0.519,0.294,0.675,0.795,0.763,0.653,0.714,0.584,2797.2,4347.4,0.643,183.3,338.9,452.8,505.6,502.8,452.8,341.7,183.3,3036.1,4332.9,0.701,10.9,21.1,49,38,15.4,0,13,0.673,0.024,13.917,15.917,0.683,0.605,0.066,0.084,2973.6,0.684,"c08","c02",0.648702899999999
13623,"MA",2010,1,26,108.3,161.1,191.7,222.2,102.8,80.6,97.2,63.9,371.3,566.7,704.9,776.4,776.4,704.9,566.7,371.3,0.292,0.284,0.272,0.286,0.132,0.114,0.172,0.172,1091.7,5080.4,0.215,94.4,236.1,416.7,394.4,238.9,247.2,197.2,119.4,1977.8,5036.3,0.393,11.4,16,97,60,13.6,27.5,10.6,0.759,0.842,12.65,12.35,0.687,0.729,0.742,1,1552.5,0.306,"c13","c13",0.223884933333334
2689,"AB",2014,12,24,119.4,216.7,402.8,402.8,441.7,416.7,300,169.4,255.5,439.7,570.1,637.5,637.5,570.1,439.7,255.5,0.468,0.493,0.707,0.632,0.693,0.731,0.682,0.663,2497.2,3879.4,0.644,155.6,316.7,419.4,475,469.4,427.8,322.2,166.7,2786.1,3876.7,0.719,2.7,13.4,98,54,8,0,4.3,0.844,0.392,6.25,11.583,0.785,0.523,0.743,0.076,2755.2,0.71,"c08","c02",0.612205933333334
5896,"BA",2007,8,20,452.8,713.9,825,877.8,883.3,827.8,711.1,547.2,779.8,959,1085.8,1151.4,1151.4,1085.8,959,779.8,0.581,0.744,0.76,0.762,0.767,0.762,0.742,0.702,6808.3,9824.1,0.693,83.3,94.4,72.2,166.7,108.3,50,63.9,183.3,1244.4,9876.3,0.126,22.3,20.7,88,81,22.1,7.8,21,0.69,0.372,22.75,23.55,0.606,0.544,0.965,0,8316.7,0.847,"c02","c01",0.608853166666667
25633,"TO",2012,3,20,202.8,302.8,313.9,319.4,325,325,194.4,180.6,628.4,821.7,958.4,1029.2,1029.2,958.4,821.7,628.4,0.323,0.368,0.328,0.31,0.316,0.339,0.237,0.287,2375,7892.2,0.301,477.8,652.8,780.6,841.7,819.4,808.3,636.1,505.6,6122.2,7823.9,0.783,2.6,14.4,62,25,8.7,0,7.1,0.549,0.382,8.75,11.283,0.527,0.497,0.4,0.935,5442.2,0.69,"c09","c09",0.381370999999999
16683,"MU",2010,5,23,677.8,738.9,933.3,983.3,983.3,927.8,813.9,633.3,875.1,1055.1,1182.3,1248.2,1248.2,1182.3,1055.1,875.1,0.775,0.7,0.789,0.788,0.788,0.785,0.771,0.724,8108.3,11142,0.728,666.7,827.8,941.7,1005.6,1002.8,938.9,819.4,652.8,8425,11117.7,0.758,18.4,26.6,48,32,19.9,0,17.8,0.645,0.143,19.45,19.75,0.633,0.577,0,0.148,7891,0.708,"c01","c01",0.722080300000001
1082,"AB",2010,5,27,566.7,747.2,802.8,777.8,427.8,22.2,8.3,22.2,879.1,1055.5,1180.2,1244.8,1244.8,1180.2,1055.5,879.1,0.645,0.708,0.68,0.625,0.344,0.019,0.008,0.025,4075,11227.5,0.363,650,822.2,958.3,1002.8,1000,952.8,827.8,680.6,8433.3,11205.4,0.753,15.4,25.2,66,39,20.6,0,18.5,0.587,0.586,25.55,22.95,0.319,0.453,0.397,0.949,6069.8,0.541,"c11","c07",0.4537566
8529,"BI",2008,9,25,141.7,375,605.6,372.2,497.2,297.2,413.9,408.3,585.1,766.6,894.9,961.3,961.3,894.9,766.6,585.1,0.242,0.489,0.677,0.387,0.517,0.332,0.54,0.698,3419.4,7351.3,0.465,352.8,508.3,288.9,355.6,358.3,355.6,388.9,369.4,3527.8,7422.7,0.475,12.6,19.1,87,50,16.1,0.1,14.2,0.856,0.294,17.85,18.35,0.744,0.581,0.231,0.002,4779.1,0.65,"c04","c08",0.4901439
6027,"BA",2008,1,16,44.4,75,91.7,402.8,350,133.3,111.1,69.4,261,441.7,569.5,635.7,635.7,569.5,441.7,261,0.17,0.17,0.161,0.634,0.551,0.234,0.252,0.266,1322.2,3901.9,0.339,163.9,283.3,397.2,436.1,466.7,177.8,144.4,58.3,2172.2,3868.4,0.562,8.3,14.9,68,49,11.8,0,11.2,0.6,0.299,13.45,13.05,0.465,0.425,0,0.156,2778.1,0.712,"c09","c09",0.463020299999999
22933,"ST",2012,11,22,175,341.7,469.4,533.3,550,472.2,238.9,80.6,246.1,421,544.7,608.7,608.7,544.7,421,246.1,0.711,0.812,0.862,0.876,0.983,0.867,0.567,0.327,2897.2,3715.8,0.78,77.8,308.3,305.6,283.3,491.7,466.7,286.1,133.3,2377.8,3755.9,0.633,13.4,14.2,66,59,13.6,0,13.1,0.555,0.21,14.683,15.017,0.434,0.461,0,0.107,2641.1,0.711,"c03","c01",0.714135966666665
9352,"BI",2011,4,5,505.6,666.7,783.3,827.8,833.3,775,647.2,486.1,687.5,868.2,996,1062.2,1062.2,996,868.2,687.5,0.735,0.768,0.786,0.779,0.785,0.778,0.745,0.707,6369.4,8611.5,0.74,255.6,366.7,213.9,466.7,441.7,461.1,613.9,380.6,3583.3,8543.2,0.419,10.3,15.9,90,58,13.6,0.7,14.5,0.724,0,20.85,23.25,0.468,0.51,0,0,6588.3,0.765,"c01","c01",0.727982400000001
24210,"TO",2008,1,6,27.8,113.9,316.7,291.7,166.7,80.6,44.4,38.9,256.8,439.8,569.3,636.3,636.3,569.3,439.8,256.8,0.108,0.259,0.556,0.458,0.262,0.142,0.101,0.151,1088.9,3881.4,0.281,102.8,130.6,216.7,322.2,350,283.3,272.2,47.2,1744.4,3861.3,0.452,5.8,11.6,88,69,8.6,0.4,10.6,0.888,0.752,11.25,14.95,0.865,0.66,0.864,0.488,1798,0.463,"c13","c13",0.304331066666667
10030,"BI",2013,5,9,58.3,141.7,169.4,133.3,183.3,100,127.8,97.2,828.7,999.1,1119.6,1182,1182,1119.6,999.1,828.7,0.07,0.142,0.151,0.113,0.155,0.089,0.128,0.117,1186.1,10550.9,0.112,169.4,155.6,188.9,277.8,283.3,25,116.7,86.1,1741.7,10506.8,0.166,18.9,17.8,56,80,16.8,3.6,13.2,0.89,0.99,14.35,13.483,0.914,0.919,1,1,714.8,0.068,"c14","c14",0.142925133333333
16920,"MU",2011,2,5,272.2,438.9,558.3,619.4,619.4,558.3,430.6,272.2,400.3,594.8,732.3,803.5,803.5,732.3,594.8,400.3,0.68,0.738,0.762,0.771,0.771,0.762,0.724,0.68,3952.8,5367.8,0.736,269.4,433.3,555.6,619.4,619.4,552.8,436.1,272.2,3936.1,5313.8,0.741,2.2,18.6,71,29,10.9,0,11.4,0.63,0.016,15.15,16.45,0.437,0.46,0.012,0,4039.1,0.752,"c01","c01",0.719938399999999
25029,"TO",2010,6,6,658.3,822.2,933.3,1002.8,994.4,947.2,847.2,480.6,888.5,1060.4,1182,1244.9,1244.9,1182,1060.4,888.5,0.741,0.775,0.79,0.805,0.799,0.801,0.799,0.541,8030.6,11403,0.704,650,797.2,908.3,938.9,883.3,777.8,694.4,491.7,7852.8,11389,0.69,22.5,33.1,53,29,26.8,0,25.2,0.359,0.184,28.15,30.05,0.353,0.282,0,0.104,8778.5,0.77,"c01","c01",0.702049366666668
18340,"MU",2015,5,16,672.2,836.1,950,1005.6,1005.6,933.3,816.7,652.8,862.9,1045.1,1173.9,1240.6,1240.6,1173.9,1045.1,862.9,0.779,0.8,0.809,0.811,0.811,0.795,0.781,0.756,8447.2,10954.5,0.771,641.7,808.3,922.2,1000,988.9,927.8,811.1,627.8,8238.9,10924.5,0.754,22.3,27.4,58,45,24.2,0,18.7,0.668,0,19.75,21.35,0.646,0.568,0,0,8448.2,0.771,"c01","c01",0.758221066666666
5367,"AL",2014,9,26,91.7,238.9,441.7,586.1,669.4,594.4,575,430.6,627.8,823.7,962.2,1033.9,1033.9,962.2,823.7,627.8,0.146,0.29,0.459,0.567,0.647,0.618,0.698,0.686,3736.1,7890,0.474,313.9,538.9,736.1,783.3,872.2,630.6,194.4,336.1,4625,7954.1,0.581,19.5,25.8,78,55,22,0,21.3,0.787,0.545,21.45,22.25,0.846,0.833,0.833,0.451,2836.9,0.36,"c06","c06",0.464340033333333
9290,"BI",2011,1,27,80.6,191.7,238.9,291.7,411.1,158.3,108.3,69.4,277.1,454.6,580.2,645.2,645.2,580.2,454.6,277.1,0.291,0.422,0.412,0.452,0.637,0.273,0.238,0.251,1580.6,4028.1,0.392,38.9,83.3,169.4,183.3,197.2,194.4,113.9,50,1047.2,3981.1,0.263,3.9,8.2,75,55,6.1,0,5.8,0.658,0.966,9.45,10.45,0.524,0.5,0.988,0.995,2197.3,0.545,"c09","c08",0.4087422
22438,"ST",2011,4,30,552.8,586.1,608.3,783.3,377.8,77.8,450,77.8,798.6,971.5,1093.8,1157.1,1157.1,1093.8,971.5,798.6,0.692,0.603,0.556,0.677,0.326,0.071,0.463,0.097,3933.3,10112,0.389,583.3,747.2,858.3,905.6,858.3,863.9,750,583.3,7391.7,10059.8,0.735,12.6,16.6,87,80,14.2,0,12.3,0.873,0.653,12.65,12.45,0.836,0.851,0.287,1,5840.4,0.578,"c11","c07",0.400144666666666
25082,"TO",2010,7,31,619.4,772.2,880.6,933.3,925,875,775,625,847.3,1024.2,1149.4,1214.1,1214.1,1149.4,1024.2,847.3,0.731,0.754,0.766,0.769,0.762,0.761,0.757,0.738,7886.1,10769.2,0.732,630.6,783.3,891.7,944.4,950,900,794.4,641.7,8080.6,10804.2,0.748,21.8,33.5,53,22,28.2,0,29.6,0.368,0.047,34.35,36.65,0.272,0.21,0,0.102,7938.6,0.737,"c01","c01",0.722104500000001
25823,"TO",2012,10,2,313.9,463.9,616.7,625,719.4,669.4,522.2,419.4,578.4,770.2,905.9,976.1,976.1,905.9,770.2,578.4,0.543,0.602,0.681,0.64,0.737,0.739,0.678,0.725,4788.9,7299.8,0.656,411.1,580.6,702.8,766.7,783.3,719.4,602.8,425,5483.3,7367.1,0.744,9.7,21.9,92,36,16.4,0,16.4,0.541,0.351,19.817,23.917,0.427,0.303,0.671,0.21,5388,0.738,"c08","c02",0.658811233333334
22404,"ST",2011,3,20,202.8,236.1,180.6,319.4,655.6,744.4,613.9,397.2,593.3,776,905.2,972.1,972.1,905.2,776,593.3,0.342,0.304,0.199,0.329,0.674,0.822,0.791,0.67,3722.2,7451.4,0.5,447.2,600,638.9,436.1,402.8,686.1,447.2,438.9,4522.2,7377.7,0.613,9.7,11.3,75,91,11.9,0,10.6,0.72,0.49,11.15,10.95,0.709,0.729,0.64,0.085,4257.4,0.571,"c06","c06",0.496466566666666
11406,"MM",2009,5,24,544.4,661.1,569.4,644.4,700,655.6,741.7,677.8,871.7,1045.2,1167.9,1231.4,1231.4,1167.9,1045.2,871.7,0.625,0.633,0.488,0.523,0.568,0.561,0.71,0.778,6325,11144.4,0.568,77.8,127.8,91.7,88.9,186.1,119.4,136.1,186.1,1786.1,11118,0.161,12.6,15.6,93,64,15,2.7,16.4,0.632,0.567,19.85,19.95,0.465,0.489,0.797,1,7356.3,0.66,"c05","c05",0.528660733333335
19291,"SS",2009,7,12,641.7,786.1,886.1,941.7,941.7,891.7,791.7,647.2,873.7,1036.9,1152.4,1212.1,1212.1,1152.4,1036.9,873.7,0.734,0.758,0.769,0.777,0.777,0.774,0.763,0.741,8272.2,11273.9,0.734,655.6,788.9,872.2,927.8,952.8,861.1,800,605.6,8194.4,11295.8,0.725,17,22.4,82,74,20,0,19.7,0.773,0.09,23.15,22.35,0.591,0.695,0,0.126,8530.8,0.757,"c01","c01",0.7094488
14943,"MA",2013,12,26,197.2,352.8,475,488.9,541.7,502.8,386.1,166.7,292.9,483.1,617.6,687.2,687.2,617.6,483.1,292.9,0.673,0.73,0.769,0.711,0.788,0.814,0.799,0.569,3155.6,4277.8,0.738,11.1,27.8,108.3,227.8,125,61.1,33.3,33.3,641.7,4272.3,0.15,14.8,16.8,93,82,15,17.9,12.5,0.631,0.054,13.917,15.883,0.566,0.487,0.001,0,3014.2,0.705,"c02","c01",0.695857866666667
19052,"SS",2008,10,5,358.3,513.9,577.8,558.3,650,613.9,511.1,347.2,523.4,705.4,834,900.6,900.6,834,705.4,523.4,0.685,0.729,0.693,0.62,0.722,0.736,0.725,0.663,4588.9,6633.9,0.692,122.2,438.9,213.9,291.7,338.9,383.3,272.2,158.3,2388.9,6705.7,0.356,8.6,14.2,94,70,11.2,0.8,15.5,0.566,0.208,21.65,22.15,0.366,0.419,0.81,0.035,5434.4,0.819,"c02","c01",0.646622233333334
10533,"BI",2014,10,28,230.6,380.6,486.1,538.9,541.7,483.3,372.2,219.4,379.2,559.2,686.6,752.5,752.5,686.6,559.2,379.2,0.608,0.68,0.708,0.716,0.72,0.704,0.666,0.579,3391.7,5057.6,0.671,233.3,383.3,488.9,541.7,541.7,486.1,375,225,3419.4,5121.1,0.668,12.7,29.3,90,34,21.2,0,18.9,0.639,0.012,22.45,25.25,0.471,0.376,0,0.006,3486.6,0.689,"c02","c02",0.668829466666666
8540,"BI",2008,10,9,252.8,422.2,333.3,594.4,444.4,522.2,383.3,275,498.2,680.1,808.7,875.3,875.3,808.7,680.1,498.2,0.507,0.621,0.412,0.679,0.508,0.646,0.564,0.552,3463.9,6348.2,0.546,127.8,116.7,80.6,91.7,105.6,130.6,150,163.9,1144.4,6419.4,0.178,11.8,13.9,94,90,13,19,12.3,0.88,0.202,15.75,16.25,0.762,0.651,0.122,0.06,4285.7,0.675,"c05","c05",0.521596133333333
11526,"MM",2009,10,15,350,513.9,633.3,702.8,702.8,644.4,522.2,347.2,494.8,684.7,819,888.5,888.5,819,684.7,494.8,0.707,0.751,0.773,0.791,0.791,0.787,0.763,0.702,4766.7,6345.8,0.751,338.9,500,616.7,666.7,658.3,600,491.7,327.8,4533.3,6412.7,0.707,9,24,72,36,17.5,0,15.7,0.286,0.155,19.15,21.85,0.243,0.097,0,0.025,5254.1,0.828,"c01","c01",0.728172433333333
17254,"MU",2012,2,13,316.7,494.4,625,694.4,691.7,622.2,494.4,319.4,443.5,639.7,778.5,850.3,850.3,778.5,639.7,443.5,0.714,0.773,0.803,0.817,0.813,0.799,0.773,0.72,4511.1,5827,0.774,311.1,488.9,613.9,680.6,677.8,613.9,483.3,308.3,4413.9,5767.2,0.765,1.2,9.2,29,20,4.1,0,6,0.426,0,6.483,8.45,0.408,0.295,0,0,4544.6,0.78,"c01","c01",0.767853166666667
7045,"BA",2013,3,5,44.4,77.8,83.3,177.8,144.4,111.1,83.3,36.1,521.9,711.2,845.1,914.4,914.4,845.1,711.2,521.9,0.085,0.109,0.099,0.194,0.158,0.131,0.117,0.069,783.3,6645.1,0.118,66.7,127.8,166.7,180.6,88.9,88.9,97.2,69.4,955.6,6574.2,0.145,9.2,12.6,80,85,10.9,11,13,0.899,0.96,13.117,13.283,0.91,0.891,0.997,0.995,2160.8,0.325,"c14","c14",0.139531466666667
